Boro-Block-Lot,Address,Neighborhood,Building Classification,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Estimated Expense,Net Operating Income,Full Market Value,Report Year,Boro,BORO_NM
1-00274-7502,148 MADISON STREET,LOWER EAST SIDE,R4-CONDOMINIUM,80,2002.0,43850,1582985,459110.0,1123875,8485010.0,2012,1,MANHATTAN
1-00274-7503,44 MARKET STREET,LOWER EAST SIDE,R4-CONDOMINIUM,16,2004.0,9744,351758,102020.0,249738,1885998.0,2012,1,MANHATTAN
1-00276-7501,102 MADISON STREET,LOWER EAST SIDE,R4-CONDOMINIUM,12,1991.0,5700,205770,59679.0,146091,1102997.0,2012,1,MANHATTAN
1-00276-7502,11 MONROE STREET,LOWER EAST SIDE,R4-CONDOMINIUM,10,2004.0,6656,240282,69688.0,170594,1287998.0,2012,1,MANHATTAN
1-00276-7503,31 MONROE STREET,LOWER EAST SIDE,R4-CONDOMINIUM,28,2010.0,26649,959364,293139.0,666225,4751950.0,2012,1,MANHATTAN
1-00277-7501,60 HENRY STREET,CHINATOWN,R4-CONDOMINIUM,74,1989.0,47161,1719490,528203.0,1191287,8324799.0,2012,1,MANHATTAN
1-00277-7502,46 HENRY STREET,CHINATOWN,R4-CONDOMINIUM,32,1991.0,25805,931819,261147.0,670672,4066698.0,2012,1,MANHATTAN
1-00277-7503,95 MADISON STREET,CHINATOWN,R2-CONDOMINIUM,20,1900.0,11358,203422,79620.0,123802,872000.0,2012,1,MANHATTAN
1-00283-7502,135 DIVISION STREET,LOWER EAST SIDE,R4-CONDOMINIUM,28,1988.0,19924,719256,208604.0,510652,2660902.0,2012,1,MANHATTAN
1-00284-7501,155 HENRY STREET,LOWER EAST SIDE,R4-CONDOMINIUM,24,1907.0,21645,585497,234199.0,351298,2618001.0,2012,1,MANHATTAN
1-00284-7502,165 HENRY STREET,LOWER EAST SIDE,R4-CONDOMINIUM,30,1928.0,21223,628413,213716.0,414697,3130999.0,2012,1,MANHATTAN
1-00284-7503,173 EAST BROADWAY,LOWER EAST SIDE,R4-CONDOMINIUM,29,1912.0,43723,1324807,474395.0,850412,5844307.0,2012,1,MANHATTAN
1-00292-7501,1 ELDRIDGE STREET,CHINATOWN,R4-CONDOMINIUM,8,1988.0,4227,155046,44975.0,110071,555501.0,2012,1,MANHATTAN
1-00293-7501,18 ELDRIDGE STREET,CHINATOWN,R4-CONDOMINIUM,10,2007.0,7169,262959,76278.0,186681,1386004.0,2012,1,MANHATTAN
1-00297-7501,26 LUDLOW STREET,LOWER EAST SIDE,R4-CONDOMINIUM,10,1900.0,6791,200606,76874.0,123732,933999.0,2012,1,MANHATTAN
1-00297-7502,48 HESTER STREET,LOWER EAST SIDE,R4-CONDOMINIUM,35,1990.0,23604,879485,254923.0,624562,4715001.0,2012,1,MANHATTAN
1-00297-7503,7 ESSEX STREET,LOWER EAST SIDE,R4-CONDOMINIUM,16,2002.0,31406,1170188,339185.0,831003,6273999.0,2012,1,MANHATTAN
1-00298-7501,51 CANAL STREET,LOWER EAST SIDE,R4-CONDOMINIUM,41,1941.0,25795,725871,250727.0,475144,3587002.0,2012,1,MANHATTAN
1-00298-7502,18 ORCHARD STREET,LOWER EAST SIDE,R4-CONDOMINIUM,4,1920.0,7535,212035,73240.0,138795,1048000.0,2012,1,MANHATTAN
1-00298-7503,21 LUDLOW STREET,LOWER EAST SIDE,R4-CONDOMINIUM,23,1910.0,17899,529989,180243.0,349746,2640999.0,2012,1,MANHATTAN
1-00303-7501,87 BOWERY,CHINATOWN,R4-CONDOMINIUM,8,1910.0,8188,273315,92934.0,180381,1026001.0,2012,1,MANHATTAN
1-00309-7501,48 ORCHARD STREET,LOWER EAST SIDE,R4-CONDOMINIUM,25,2003.0,39027,1408875,408613.0,1000262,7552001.0,2012,1,MANHATTAN
1-00309-7502,60 ORCHARD STREET,LOWER EAST SIDE,R4-CONDOMINIUM,7,1920.0,11916,372613,103908.0,268705,430789.0,2012,1,MANHATTAN
1-00310-7503,55 HESTER STREET,LOWER EAST SIDE,R4-CONDOMINIUM,27,1940.0,23344,957104,181616.0,775488,5855002.0,2012,1,MANHATTAN
1-00343-7501,78 RIDGE STREET,LOWER EAST SIDE,R4-CONDOMINIUM,53,1930.0,56354,2034379,590026.0,1444353,10905014.0,2012,1,MANHATTAN
1-00345-7501,154 ATTORNEY STREET,LOWER EAST SIDE,R4-CONDOMINIUM,41,2004.0,39643,1087407,413080.0,674327,5090996.0,2012,1,MANHATTAN
1-00345-7502,196 STANTON STREET,LOWER EAST SIDE,R4-CONDOMINIUM,6,1950.0,44741,1816037,523917.0,1292120,17869000.0,2012,1,MANHATTAN
1-00349-7501,130 SUFFOLK STREET,LOWER EAST SIDE,R2-CONDOMINIUM,48,1930.0,61673,2346041,703689.0,1642352,12399992.0,2012,1,MANHATTAN
1-00350-7501,20 CLINTON STREET,LOWER EAST SIDE,R4-CONDOMINIUM,38,1930.0,32476,851521,293258.0,558263,4215001.0,2012,1,MANHATTAN
1-00353-7501,103 NORFOLK STREET,LOWER EAST SIDE,R4-CONDOMINIUM,31,2005.0,47873,1728215,501230.0,1226985,9263997.0,2012,1,MANHATTAN
1-00353-7503,115 NORFOLK STREET,LOWER EAST SIDE,R4-CONDOMINIUM,24,2008.0,24635,889324,257928.0,631396,4766999.0,2012,1,MANHATTAN
1-00354-7501,133 NORFOLK STREET,LOWER EAST SIDE,R2-CONDOMINIUM,2,1900.0,3599,178222,51682.0,126540,469700.0,2012,1,MANHATTAN
1-00375-7501,71 AVENUE D,ALPHABET CITY,R4-CONDOMINIUM,25,2001.0,27798,762499,289655.0,472844,3570000.0,2012,1,MANHATTAN
1-00384-7503,310 EAST HOUSTON STREET,ALPHABET CITY,R4-CONDOMINIUM,23,2005.0,34734,952754,361928.0,590826,4461002.0,2012,1,MANHATTAN
1-00384-7505,229 EAST 2 STREET,ALPHABET CITY,R4-CONDOMINIUM,5,2008.0,7405,256213,81973.0,174240,1501999.0,2012,1,MANHATTAN
1-00386-7501,211 EAST 3 STREET,ALPHABET CITY,R2-CONDOMINIUM,13,1920.0,18990,494310,168062.0,326248,2462999.0,2012,1,MANHATTAN
1-00389-7501,97 AVENUE B,ALPHABET CITY,R9-CONDOMINIUM,30,1901.0,20940,836344,269707.0,566637,3486000.0,2012,1,MANHATTAN
1-00390-7501,217 EAST 7 STREET,ALPHABET CITY,R4-CONDOMINIUM,16,2000.0,15704,497974,159396.0,338578,2556003.0,2012,1,MANHATTAN
1-00390-7502,338 EAST 8 STREET,ALPHABET CITY,R9-CONDOMINIUM,78,2001.0,65832,2639205,805784.0,1833421,14362000.0,2012,1,MANHATTAN
1-00392-7501,143 AVENUE B,ALPHABET CITY,R4-CONDOMINIUM,83,1928.0,78982,2556647,869592.0,1687055,12737000.0,2012,1,MANHATTAN
1-00392-7502,631 EAST 9 STREET,ALPHABET CITY,R4-CONDOMINIUM,12,2005.0,11603,367931,117770.0,250161,1889001.0,2012,1,MANHATTAN
1-00393-7501,642 EAST 11 STREET,ALPHABET CITY,R2-CONDOMINIUM,35,1999.0,36046,1420933,412006.0,1008927,6125885.0,2012,1,MANHATTAN
1-00394-7502,613 EAST 11 STREET,ALPHABET CITY,R2-CONDOMINIUM,12,2001.0,15957,629025,182389.0,446636,3372000.0,2012,1,MANHATTAN
1-00394-7503,625 EAST 11 STREET,ALPHABET CITY,R2-CONDOMINIUM,12,2001.0,11495,453133,131388.0,321745,1942600.0,2012,1,MANHATTAN
1-00396-7501,215 AVENUE B,ALPHABET CITY,R4-CONDOMINIUM,17,2008.0,19333,613049,196230.0,416819,3147002.0,2012,1,MANHATTAN
1-00397-7501,175 EAST 2 STREET,ALPHABET CITY,R4-CONDOMINIUM,21,1920.0,20038,657246,210399.0,446847,3374000.0,2012,1,MANHATTAN
1-00397-7502,240 EAST HOUSTON STREET,ALPHABET CITY,R4-CONDOMINIUM,16,1920.0,19854,686948,219784.0,467164,3358500.0,2012,1,MANHATTAN
1-00397-7502,240 EAST HOUSTON STREET,ALPHABET CITY,R4-CONDOMINIUM,1,1920.0,1996,71716,21836.0,49880,336600.0,2012,1,MANHATTAN
1-00398-7501,182 EAST 2 STREET,ALPHABET CITY,R2-CONDOMINIUM,41,1987.0,35664,1321708,368052.0,953656,7012508.0,2012,1,MANHATTAN
1-00399-7501,50 AVENUE A,ALPHABET CITY,R9-CONDOMINIUM,17,1920.0,21314,699099,223797.0,475302,3681000.0,2012,1,MANHATTAN
1-00405-7503,511 EAST 11 STREET,ALPHABET CITY,R2-CONDOMINIUM,12,1999.0,14376,592579,168774.0,423805,3199998.0,2012,1,MANHATTAN
1-00405-7504,525 EAST 11 STREET,ALPHABET CITY,R4-CONDOMINIUM,26,1965.0,29906,985403,337041.0,648362,4894999.0,2012,1,MANHATTAN
1-00406-7501,212 AVENUE B,ALPHABET CITY,R2-CONDOMINIUM,24,1900.0,15021,513117,214951.0,298166,2250995.0,2012,1,MANHATTAN
1-00407-7501,214 AVENUE A,ALPHABET CITY,R2-CONDOMINIUM,18,1920.0,11033,374681,143760.0,230921,1361250.0,2012,1,MANHATTAN
1-00407-7502,503 EAST 13 STREET,ALPHABET CITY,R2-CONDOMINIUM,18,1999.0,19119,753671,218530.0,535141,3852004.0,2012,1,MANHATTAN
1-00408-7501,71 LUDLOW STREET,LOWER EAST SIDE,R4-CONDOMINIUM,13,1900.0,31205,986702,333581.0,653121,4931000.0,2012,1,MANHATTAN
1-00411-7501,112 RIVINGTON STREET,LOWER EAST SIDE,R4-CONDOMINIUM,6,1900.0,3800,106932,36936.0,69996,528000.0,2012,1,MANHATTAN
1-00411-7502,157 LUDLOW STREET,LOWER EAST SIDE,R4-CONDOMINIUM,10,1900.0,11517,398488,127493.0,270995,2046000.0,2012,1,MANHATTAN
1-00411-7503,133 ESSEX STREET,LOWER EAST SIDE,R4-CONDOMINIUM,16,1900.0,14130,507691,154582.0,353109,2665999.0,2012,1,MANHATTAN
1-00411-7504,153 ESSEX STREET,LOWER EAST SIDE,R4-CONDOMINIUM,17,1920.0,18201,579214,254450.0,324764,3137000.0,2012,1,MANHATTAN
1-00413-7501,75 ALLEN STREET,LOWER EAST SIDE,R2-CONDOMINIUM,18,1900.0,7994,298176,62753.0,235423,1777001.0,2012,1,MANHATTAN
1-00413-7502,77 ALLEN STREET,LOWER EAST SIDE,R4-CONDOMINIUM,9,1920.0,5597,193656,61959.0,131697,994001.0,2012,1,MANHATTAN
1-00414-7501,101 ALLEN STREET,LOWER EAST SIDE,R4-CONDOMINIUM,16,1900.0,5130,150668,51197.0,99471,751000.0,2012,1,MANHATTAN
1-00416-7501,151 ALLEN STREET,LOWER EAST SIDE,R4-CONDOMINIUM,31,1900.0,14100,396774,137052.0,259722,1961000.0,2012,1,MANHATTAN
1-00416-7502,62 RIVINGTON STREET,LOWER EAST SIDE,R4-CONDOMINIUM,12,2003.0,8664,197626,83261.0,114365,847000.0,2012,1,MANHATTAN
1-00418-7501,113 ELDRIDGE STREET,LOWER EAST SIDE,R4-CONDOMINIUM,12,2002.0,7042,262385,76054.0,186331,1407000.0,2012,1,MANHATTAN
1-00419-7501,302 BROOME STREET,LOWER EAST SIDE,R4-CONDOMINIUM,8,1990.0,7841,292156,84683.0,207473,1566000.0,2012,1,MANHATTAN
1-00420-7501,40 DELANCEY STREET,LOWER EAST SIDE,R4-CONDOMINIUM,55,2010.0,58364,2106940,611071.0,1495869,10796996.0,2012,1,MANHATTAN
1-00421-7502,36 RIVINGTON STREET,LOWER EAST SIDE,R4-CONDOMINIUM,16,1988.0,13319,496266,143845.0,352421,2660998.0,2012,1,MANHATTAN
1-00422-7501,241 ELDRIDGE STREET,LOWER EAST SIDE,R2-CONDOMINIUM,10,1900.0,12777,434801,186289.0,248512,1875998.0,2012,1,MANHATTAN
1-00422-7502,147 EAST HOUSTON STREET,LOWER EAST SIDE,R9-CONDOMINIUM,25,1900.0,15170,327217,138654.0,188563,1382000.0,2012,1,MANHATTAN
1-00425-7501,195 BOWERY,LOWER EAST SIDE,R4-CONDOMINIUM,16,1900.0,26783,967134,271044.0,696090,5255000.0,2012,1,MANHATTAN
1-00425-7502,199 BOWERY,LOWER EAST SIDE,R4-CONDOMINIUM,63,2000.0,56479,2038892,591335.0,1447557,10928998.0,2012,1,MANHATTAN
1-00427-7504,229 CHRYSTIE STREET,LOWER EAST SIDE,RR-CONDOMINIUM,361,2003.0,373967,13156159,4274443.0,8881716,69135000.0,2012,1,MANHATTAN
1-00432-7501,85 AVENUE A,EAST VILLAGE,R4-CONDOMINIUM,32,1991.0,23605,737420,236050.0,501370,3785000.0,2012,1,MANHATTAN
1-00432-7502,89 AVENUE A,EAST VILLAGE,R9-CONDOMINIUM,26,1900.0,21586,727942,226664.0,501278,2710400.0,2012,1,MANHATTAN
1-00434-7501,103 AVENUE A,EAST VILLAGE,R4-CONDOMINIUM,20,1920.0,11229,408062,122396.0,285666,2156995.0,2012,1,MANHATTAN
1-00434-7504,107 AVENUE A,EAST VILLAGE,R4-CONDOMINIUM,10,1920.0,10461,361951,115803.0,246148,1858000.0,2012,1,MANHATTAN
1-00438-7502,416 EAST 11 STREET,EAST VILLAGE,R4-CONDOMINIUM,13,2001.0,15742,491780,157420.0,334360,2524004.0,2012,1,MANHATTAN
1-00440-7502,407 EAST 12 STREET,EAST VILLAGE,R4-CONDOMINIUM,27,1900.0,30363,1023840,371947.0,651893,4922001.0,2012,1,MANHATTAN
1-00440-7503,431 EAST 12 STREET,EAST VILLAGE,R2-CONDOMINIUM,13,1900.0,20099,593724,214858.0,378866,2860000.0,2012,1,MANHATTAN
1-00441-7501,224 1 AVENUE,EAST VILLAGE,R4-CONDOMINIUM,40,1911.0,25528,960619,288211.0,672408,5076997.0,2012,1,MANHATTAN
1-00441-7503,421 EAST 13 STREET,EAST VILLAGE,R4-CONDOMINIUM,96,2006.0,93382,3448597,1000121.0,2448476,18486004.0,2012,1,MANHATTAN
1-00443-7502,62 EAST 1 STREET,EAST VILLAGE,R4-CONDOMINIUM,11,2007.0,14982,563773,169147.0,394626,2978997.0,2012,1,MANHATTAN
1-00444-7501,72 EAST 3 STREET,EAST VILLAGE,R4-CONDOMINIUM,20,1900.0,17225,666608,193265.0,473343,3574000.0,2012,1,MANHATTAN
1-00446-7501,125 EAST 4 STREET,EAST VILLAGE,R9-CONDOMINIUM,28,2004.0,17793,555853,177930.0,377923,2915000.0,2012,1,MANHATTAN
1-00446-7502,99 EAST 4 STREET,EAST VILLAGE,R9-CONDOMINIUM,66,1920.0,67764,2716659,829431.0,1887228,14784000.0,2012,1,MANHATTAN
1-00447-7501,83 1 AVENUE,EAST VILLAGE,R9-CONDOMINIUM,20,1900.0,11574,420599,126157.0,294442,2296000.0,2012,1,MANHATTAN
1-00451-7502,240 EAST 10 STREET,EAST VILLAGE,R4-CONDOMINIUM,35,1999.0,62556,2109388,766311.0,1343077,10140000.0,2012,1,MANHATTAN
1-00452-7501,239 EAST 10 STREET,EAST VILLAGE,R2-CONDOMINIUM,12,1987.0,9491,325067,117499.0,207568,1567000.0,2012,1,MANHATTAN
1-00453-7501,311 EAST 11 STREET,EAST VILLAGE,R4-CONDOMINIUM,36,2008.0,46707,1807561,524053.0,1283508,9690998.0,2012,1,MANHATTAN
1-00459-7502,52 EAST 4 STREET,EAST VILLAGE,R4-CONDOMINIUM,14,2007.0,24778,958909,278009.0,680900,5141001.0,2012,1,MANHATTAN
1-00462-7501,24 EAST 7 STREET,EAST VILLAGE,R9-CONDOMINIUM,34,1991.0,36693,1237288,449489.0,787799,6115000.0,2012,1,MANHATTAN
1-00463-7501,63 COOPER SQUARE,EAST VILLAGE,R4-CONDOMINIUM,36,1984.0,24528,949234,275204.0,674030,5089001.0,2012,1,MANHATTAN
1-00464-7501,214 EAST 9 STREET,EAST VILLAGE,R4-CONDOMINIUM,14,1900.0,14650,549375,139615.0,409760,3094000.0,2012,1,MANHATTAN
1-00464-7502,15 ST MARK'S PLACE,EAST VILLAGE,R4-CONDOMINIUM,10,1910.0,11995,451372,135424.0,315948,2385000.0,2012,1,MANHATTAN
1-00464-7503,133 2 AVENUE,EAST VILLAGE,R4-CONDOMINIUM,12,1920.0,13648,513574,154086.0,359488,2713998.0,2012,1,MANHATTAN
1-00465-7501,38 STUYVESANT STREET,EAST VILLAGE,R2-CONDOMINIUM,12,1900.0,14269,478154,146828.0,331326,2502000.0,2012,1,MANHATTAN
1-00466-7501,47 3 AVENUE,EAST VILLAGE,RR-CONDOMINIUM,28,2006.0,30662,1153811,346174.0,807637,6308000.0,2012,1,MANHATTAN
1-00468-7501,193 2 AVENUE,EAST VILLAGE,R9-CONDOMINIUM,16,1900.0,21607,810263,205915.0,604348,4721000.0,2012,1,MANHATTAN
1-00469-7501,105 3 AVENUE,EAST VILLAGE,R4-CONDOMINIUM,16,1920.0,12192,458785,137648.0,321137,2425000.0,2012,1,MANHATTAN
1-00469-7502,105 3 AVENUE,EAST VILLAGE,R9-CONDOMINIUM,155,1964.0,113930,3947610,1042469.0,2905141,22529000.0,2012,1,MANHATTAN
1-00469-7505,123 3 AVENUE,EAST VILLAGE,R4-CONDOMINIUM,47,2009.0,61679,2658982,865356.0,1793626,14072999.0,2012,1,MANHATTAN
1-00470-7501,122 ELIZABETH STREET,LITTLE ITALY,R4-CONDOMINIUM,28,1988.0,21442,806862,242080.0,564782,3349507.0,2012,1,MANHATTAN
1-00472-7501,240 CENTRE STREET,LITTLE ITALY,R9-CONDOMINIUM,55,1905.0,104637,2837755,1045324.0,1792431,13620000.0,2012,1,MANHATTAN
1-00473-7501,476 BROADWAY,SOHO,R4-CONDOMINIUM,7,1904.0,50547,1506301,365960.0,1140341,8610000.0,2012,1,MANHATTAN
1-00473-7502,30 CROSBY STREET,SOHO,R4-CONDOMINIUM,13,1890.0,78982,2276261,870382.0,1405879,10613999.0,2012,1,MANHATTAN
1-00473-7503,425 BROOME STREET,SOHO,R4-CONDOMINIUM,18,1874.0,27023,601262,271581.0,329681,3306890.0,2012,1,MANHATTAN
1-00474-7501,51 MERCER STREET,SOHO,R2-CONDOMINIUM,1,1941.0,1158,50651,11198.0,39453,298000.0,2012,1,MANHATTAN
1-00474-7504,473 BROADWAY,SOHO,R4-CONDOMINIUM,13,1894.0,35452,1056470,256672.0,799798,6037999.0,2012,1,MANHATTAN
1-00474-7505,475 BROADWAY,SOHO,R4-CONDOMINIUM,14,1920.0,36407,1269876,380817.0,889059,6711999.0,2012,1,MANHATTAN
1-00474-7506,40 MERCER STREET,SOHO,R4-CONDOMINIUM,41,2005.0,117311,4996275,1264613.0,3731662,28173998.0,2012,1,MANHATTAN
1-00475-7503,477 BROOME STREET,SOHO,R9-CONDOMINIUM,20,1920.0,32149,843268,330492.0,512776,3881000.0,2012,1,MANHATTAN
1-00475-7505,42 WOOSTER STREET,SOHO,R4-CONDOMINIUM,14,1900.0,55210,1206891,494682.0,712209,5235000.0,2012,1,MANHATTAN
1-00475-7509,43 WOOSTER STREET,SOHO,R4-CONDOMINIUM,10,1900.0,22500,722925,211950.0,510975,3858000.0,2012,1,MANHATTAN
1-00478-7501,354 BROOME STREET,LITTLE ITALY,R4-CONDOMINIUM,37,1900.0,56714,1464923,556364.0,908559,6859999.0,2012,1,MANHATTAN
1-00481-7502,225 LAFAYETTE STREET,LITTLE ITALY,R4-CONDOMINIUM,41,1926.0,83916,2500697,607552.0,1893145,14292999.0,2012,1,MANHATTAN
1-00482-7502,210 LAFAYETTE STREET,SOHO,R4-CONDOMINIUM,52,2005.0,73057,2764477,742990.0,2021487,15262004.0,2012,1,MANHATTAN
1-00483-7502,56 CROSBY STREET,SOHO,R4-CONDOMINIUM,9,1900.0,35700,1289127,361284.0,927843,7005001.0,2012,1,MANHATTAN
1-00485-7501,73 MERCER STREET,SOHO,R4-CONDOMINIUM,10,1900.0,20525,714886,182467.0,532419,3881999.0,2012,1,MANHATTAN
1-00487-7501,73 WOOSTER STREET,SOHO,R4-CONDOMINIUM,6,1929.0,42091,1110781,422173.0,688608,5199001.0,2012,1,MANHATTAN
1-00488-7501,52 THOMPSON STREET,SOHO,R4-CONDOMINIUM,2,1900.0,9196,403704,113019.0,290685,2195000.0,2012,1,MANHATTAN
1-00488-7502,388 WEST BROADWAY,SOHO,R4-CONDOMINIUM,4,1920.0,12506,451592,126561.0,325031,2454000.0,2012,1,MANHATTAN
1-00491-7503,246 SPRING STREET,SOHO,R4-CONDOMINIUM,391,2007.0,343599,15513495,4147240.0,11366255,85905470.0,2012,1,MANHATTAN
1-00492-7501,14 PRINCE STREET,LITTLE ITALY,R4-CONDOMINIUM,44,1915.0,39087,1161666,395170.0,766496,5787004.0,2012,1,MANHATTAN
1-00492-7502,2 PRINCE STREET,LITTLE ITALY,R4-CONDOMINIUM,10,1900.0,11563,283062,133784.0,149278,1118998.0,2012,1,MANHATTAN
1-00492-7503,200 BOWERY,LITTLE ITALY,R4-CONDOMINIUM,35,1988.0,24582,915925,265486.0,650439,4910993.0,2012,1,MANHATTAN
1-00493-7501,211 ELIZABETH STREET,LITTLE ITALY,R4-CONDOMINIUM,15,2007.0,28258,839828,285688.0,554140,4184000.0,2012,1,MANHATTAN
1-00494-7502,45 SPRING STREET,LITTLE ITALY,R9-CONDOMINIUM,25,1900.0,12142,318485,124820.0,193665,1466000.0,2012,1,MANHATTAN
1-00497-7501,83 SPRING STREET,SOHO,R4-CONDOMINIUM,2,1900.0,3518,104274,35461.0,68813,462000.0,2012,1,MANHATTAN
1-00498-7501,90 PRINCE STREET,SOHO,R4-CONDOMINIUM,14,1900.0,18031,651099,182474.0,468625,3537999.0,2012,1,MANHATTAN
1-00499-7501,127 MERCER STREET,SOHO,R4-CONDOMINIUM,10,1881.0,19827,536122,182607.0,353515,2669000.0,2012,1,MANHATTAN
1-00499-7502,114 GREENE STREET,SOHO,R4-CONDOMINIUM,19,1988.0,34876,899452,332717.0,566735,4278000.0,2012,1,MANHATTAN
1-00499-7505,92 GREENE STREET,SOHO,R4-CONDOMINIUM,14,2005.0,42823,1443992,524582.0,919410,6942001.0,2012,1,MANHATTAN
1-00500-7501,116 WOOSTER STREET,SOHO,R4-CONDOMINIUM,15,1907.0,20752,565700,174317.0,391383,2955001.0,2012,1,MANHATTAN
1-00500-7502,93 GREENE STREET,SOHO,R4-CONDOMINIUM,29,1900.0,36223,930931,353536.0,577395,4355995.0,2012,1,MANHATTAN
1-00500-7505,103 GREENE STREET,SOHO,R4-CONDOMINIUM,12,1879.0,34968,1262694,353876.0,908818,6862000.0,2012,1,MANHATTAN
1-00500-7506,107 GREENE STREET,SOHO,R4-CONDOMINIUM,5,1879.0,31369,1311538,360430.0,951108,7181000.0,2012,1,MANHATTAN
1-00501-7501,105 WOOSTER STREET,SOHO,R4-CONDOMINIUM,15,1920.0,31967,926723,304965.0,621758,4694000.0,2012,1,MANHATTAN
1-00502-7501,426 WEST BROADWAY,SOHO,R4-CONDOMINIUM,35,1900.0,34821,1037666,252104.0,785562,5930997.0,2012,1,MANHATTAN
1-00507-7501,11 PRINCE STREET,LITTLE ITALY,R4-CONDOMINIUM,22,1900.0,22511,496368,217906.0,278462,2049998.0,2012,1,MANHATTAN
1-00508-7501,259 ELIZABETH STREET,LITTLE ITALY,R4-CONDOMINIUM,26,1987.0,17117,517789,178188.0,339601,2564000.0,2012,1,MANHATTAN
1-00508-7502,262 MOTT STREET,LITTLE ITALY,R4-CONDOMINIUM,5,1955.0,6635,174036,68208.0,105828,799000.0,2012,1,MANHATTAN
1-00510-7501,285 LAFAYETTE STREET,LITTLE ITALY,R4-CONDOMINIUM,29,1900.0,97941,3170350,1078330.0,2092020,14995654.0,2012,1,MANHATTAN
1-00512-7501,583 BROADWAY,SOHO,R4-CONDOMINIUM,21,1900.0,107781,3488871,1186669.0,2302202,17382002.0,2012,1,MANHATTAN
1-00512-7503,597 BROADWAY,SOHO,R4-CONDOMINIUM,9,1900.0,15295,401188,157233.0,243955,1841999.0,2012,1,MANHATTAN
1-00513-7503,19 WEST HOUSTON STREET,SOHO,R4-CONDOMINIUM,32,2003.0,56800,1915296,695800.0,1219496,9207002.0,2012,1,MANHATTAN
1-00514-7501,121 GREENE STREET,SOHO,R4-CONDOMINIUM,12,1900.0,15876,696956,195116.0,501840,3789000.0,2012,1,MANHATTAN
1-00514-7505,160 WOOSTER STREET,SOHO,R4-CONDOMINIUM,15,2003.0,41314,1227852,417685.0,810167,6117003.0,2012,1,MANHATTAN
1-00515-7501,139 WOOSTER STREET,SOHO,R4-CONDOMINIUM,16,2006.0,38591,1146925,390155.0,756770,5715072.0,2012,1,MANHATTAN
1-00515-7502,149 WOOSTER STREET,SOHO,R4-CONDOMINIUM,11,1915.0,37403,1155753,306331.0,849422,6413001.0,2012,1,MANHATTAN
1-00517-7501,131 THOMPSON STREET,SOHO,R9-CONDOMINIUM,38,1950.0,20826,539185,135369.0,403816,3050000.0,2012,1,MANHATTAN
1-00518-7502,199 PRINCE STREET,SOHO,R2-CONDOMINIUM,27,1900.0,13020,405703,112623.0,293080,2213001.0,2012,1,MANHATTAN
1-00518-7504,195 PRINCE STREET,SOHO,R2-CONDOMINIUM,15,1920.0,6013,223623,47863.0,175760,991492.0,2012,1,MANHATTAN
1-00520-7501,27 KING STREET,SOHO,R4-CONDOMINIUM,38,1900.0,33383,994813,241693.0,753120,4501203.0,2012,1,MANHATTAN
1-00521-7501,306 MOTT STREET,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,18,1988.0,9514,358012,107413.0,250599,1891997.0,2012,1,MANHATTAN
1-00521-7502,298 ELIZABETH STREET,GREENWICH VILLAGE-CENTRAL,R2-CONDOMINIUM,4,1926.0,6188,170603,64850.0,105753,797999.0,2012,1,MANHATTAN
1-00521-7503,304 BOWERY,GREENWICH VILLAGE-CENTRAL,R2-CONDOMINIUM,1,1910.0,7157,274399,79586.0,194813,1084503.0,2012,1,MANHATTAN
1-00522-7501,54 BLEECKER STREET,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,11,1910.0,31039,793357,301389.0,491968,3709001.0,2012,1,MANHATTAN
1-00525-7501,156 BLEECKER STREET,GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,190,1910.0,132000,3915120,1330560.0,2584560,19835000.0,2012,1,MANHATTAN
1-00525-7502,496 LA GUARDIA PLACE,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,11,1910.0,6670,242388,72703.0,169685,843699.0,2012,1,MANHATTAN
1-00525-7503,177 THOMPSON STREET,GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,54,1958.0,23688,788574,244460.0,544114,2995300.0,2012,1,MANHATTAN
1-00525-7506,184 THOMPSON STREET,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,144,1910.0,85234,2759025,938426.0,1820599,13745998.0,2012,1,MANHATTAN
1-00528-7501,63 DOWNING STREET,GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,32,1986.0,35225,1307904,354011.0,953893,7202004.0,2012,1,MANHATTAN
1-00528-7502,3 BEDFORD STREET,GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,12,1986.0,15990,531668,170294.0,361374,2728000.0,2012,1,MANHATTAN
1-00529-7502,7 BOND STREET,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,20,1904.0,24630,730033,248270.0,481763,3637002.0,2012,1,MANHATTAN
1-00529-7503,17 BOND STREET,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,10,1900.0,14608,565330,163902.0,401428,2838002.0,2012,1,MANHATTAN
1-00529-7504,1 BOND STREET,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,21,1900.0,41990,1244584,423259.0,821325,5556094.0,2012,1,MANHATTAN
